period,type,canton,group,value
2020Q2,estimate,FR,Physiothérapeutes,18.44
2020Q2,estimate,FR,SPITEX (soins à domicile),23.34
2020Q2,estimate,GE,Autres,36.15
2020Q2,estimate,GE,Etablissements médico-sociaux,64.58
2020Q2,estimate,GE,Hôpitaux (ambulatoire),213.39
2020Q2,estimate,GE,Hôpitaux (séjours),187.43
2020Q2,estimate,GE,Laboratoire cabinet médical,9.80
2020Q2,estimate,GE,Laboratoires,49.80
2020Q2,estimate,GE,Médecins (ambulatoire) sans laboratoire,324.92
2020Q2,estimate,GE,Médicaments (médecin),19.11
2020Q2,estimate,GE,Pharmacies,193.06
2020Q2,estimate,GE,Physiothérapeutes,32.35
2020Q2,estimate,GE,SPITEX (soins à domicile),34.45
2020Q2,estimate,GL,Autres,25.45
2020Q2,estimate,GL,Etablissements médico-sociaux,58.24
2020Q2,estimate,GL,Hôpitaux (ambulatoire),171.72
2020Q2,estimate,GL,Hôpitaux (séjours),206.24
2020Q2,estimate,GL,Laboratoire cabinet médical,15.48
2020Q2,estimate,GL,Laboratoires,23.59
2020Q2,estimate,GL,Médecins (ambulatoire) sans laboratoire,135.25
2020Q2,estimate,GL,Médicaments (médecin),113.51
2020Q2,estimate,GL,Pharmacies,46.57
2020Q2,estimate,GL,Physiothérapeutes,25.28
2020Q2,estimate,GL,SPITEX (soins à domicile),18.87
2020Q2,estimate,GR,Autres,19.11
2020Q2,estimate,GR,Etablissements médico-sociaux,55.47
2020Q2,estimate,GR,Hôpitaux (ambulatoire),177.75
2020Q2,estimate,GR,Hôpitaux (séjours),183.22
2020Q2,estimate,GR,Laboratoire cabinet médical,15.81
2020Q2,estimate,GR,Laboratoires,25.19
2020Q2,estimate,GR,Médecins (ambulatoire) sans laboratoire,145.71
2020Q2,estimate,GR,Médicaments (médecin),54.23
2020Q2,estimate,GR,Pharmacies,108.78
2020Q2,estimate,GR,Physiothérapeutes,20.91
2020Q2,estimate,GR,SPITEX (soins à domicile),23.03
2020Q2,estimate,JU,Autres,37.19
2020Q2,estimate,JU,Etablissements médico-sociaux,87.99
2020Q2,estimate,JU,Hôpitaux (ambulatoire),207.23
2020Q2,estimate,JU,Hôpitaux (séjours),249.79
2020Q2,estimate,JU,Laboratoire cabinet médical,11.36
2020Q2,estimate,JU,Laboratoires,22.69
2020Q2,estimate,JU,Médecins (ambulatoire) sans laboratoire,163.19
2020Q2,estimate,JU,Médicaments (médecin),25.72
2020Q2,estimate,JU,Pharmacies,176.16
2020Q2,estimate,JU,Physiothérapeutes,19.90
2020Q2,estimate,JU,SPITEX (soins à domicile),45.04
2020Q2,estimate,LU,Autres,29.09
2020Q2,estimate,LU,Etablissements médico-sociaux,58.95
2020Q2,estimate,LU,Hôpitaux (ambulatoire),201.21
2020Q2,estimate,LU,Hôpitaux (séjours),180.45
2020Q2,estimate,LU,Laboratoire cabinet médical,15.06
2020Q2,estimate,LU,Laboratoires,23.77
2020Q2,estimate,LU,Médecins (ambulatoire) sans laboratoire,153.75
2020Q2,estimate,LU,Médicaments (médecin),97.41
2020Q2,estimate,LU,Pharmacies,41.40
2020Q2,estimate,LU,Physiothérapeutes,20.79
2020Q2,estimate,LU,SPITEX (soins à domicile),22.96
2020Q2,estimate,NE,Autres,52.05
2020Q2,estimate,NE,Etablissements médico-sociaux,90.16
2020Q2,estimate,NE,Hôpitaux (ambulatoire),219.61
2020Q2,estimate,NE,Hôpitaux (séjours),181.24
2020Q2,estimate,NE,Laboratoire cabinet médical,10.55
2020Q2,estimate,NE,Laboratoires,35.65
2020Q2,estimate,NE,Médecins (ambulatoire) sans laboratoire,194.05
2020Q2,estimate,NE,Médicaments (médecin),32.21
2020Q2,estimate,NE,Pharmacies,191.14
2020Q2,estimate,NE,Physiothérapeutes,22.14
2020Q2,estimate,NE,SPITEX (soins à domicile),41.31
2020Q2,estimate,NW,Autres,29.00
2020Q2,estimate,NW,Etablissements médico-sociaux,56.39
2020Q2,estimate,NW,Hôpitaux (ambulatoire),196.82
2020Q2,estimate,NW,Hôpitaux (séjours),165.61
2020Q2,estimate,NW,Laboratoire cabinet médical,13.69
2020Q2,estimate,NW,Laboratoires,20.45
2020Q2,estimate,NW,Médecins (ambulatoire) sans laboratoire,141.13
2020Q2,estimate,NW,Médicaments (médecin),95.41
2020Q2,estimate,NW,Pharmacies,38.56
2020Q2,estimate,NW,Physiothérapeutes,19.40
2020Q2,estimate,NW,SPITEX (soins à domicile),20.98
2020Q2,estimate,OW,Autres,26.61
2020Q2,estimate,OW,Etablissements médico-sociaux,44.64
2020Q2,estimate,OW,Hôpitaux (ambulatoire),201.89
2020Q2,estimate,OW,Hôpitaux (séjours),139.12
2020Q2,estimate,OW,Laboratoire cabinet médical,14.96
2020Q2,estimate,OW,Laboratoires,23.18
2020Q2,estimate,OW,Médecins (ambulatoire) sans laboratoire,129.59
2020Q2,estimate,OW,Médicaments (médecin),104.09
2020Q2,estimate,OW,Pharmacies,35.00
2020Q2,estimate,OW,Physiothérapeutes,20.59
2020Q2,estimate,OW,SPITEX (soins à domicile),18.29
2020Q2,estimate,SG,Autres,25.85
2020Q2,estimate,SG,Etablissements médico-sociaux,49.86
2020Q2,estimate,SG,Hôpitaux (ambulatoire),160.22
2020Q2,estimate,SG,Hôpitaux (séjours),201.46
2020Q2,estimate,SG,Laboratoire cabinet médical,15.98
2020Q2,estimate,SG,Laboratoires,21.94
2020Q2,estimate,SG,Médecins (ambulatoire) sans laboratoire,161.19
2020Q2,estimate,SG,Médicaments (médecin),105.61
2020Q2,estimate,SG,Pharmacies,40.92
2020Q2,estimate,SG,Physiothérapeutes,23.13
2020Q2,estimate,SG,SPITEX (soins à domicile),19.20
2020Q2,estimate,SH,Autres,29.00
2020Q2,estimate,SH,Etablissements médico-sociaux,63.99
2020Q2,estimate,SH,Hôpitaux (ambulatoire),176.53
2020Q2,estimate,SH,Hôpitaux (séjours),209.13
2020Q2,estimate,SH,Laboratoire cabinet médical,17.17
2020Q2,estimate,SH,Laboratoires,20.82
2020Q2,estimate,SH,Médecins (ambulatoire) sans laboratoire,160.36
2020Q2,estimate,SH,Médicaments (médecin),84.40
2020Q2,estimate,SH,Pharmacies,96.09
2020Q2,estimate,SH,Physiothérapeutes,28.74
2020Q2,estimate,SH,SPITEX (soins à domicile),26.04
2020Q2,estimate,SO,Autres,24.84
2020Q2,estimate,SO,Etablissements médico-sociaux,51.65
2020Q2,estimate,SO,Hôpitaux (ambulatoire),189.09
2020Q2,estimate,SO,Hôpitaux (séjours),198.86
2020Q2,estimate,SO,Laboratoire cabinet médical,16.49
2020Q2,estimate,SO,Laboratoires,23.32
2020Q2,estimate,SO,Médecins (ambulatoire) sans laboratoire,175.44
2020Q2,estimate,SO,Médicaments (médecin),98.08
2020Q2,estimate,SO,Pharmacies,79.83
2020Q2,estimate,SO,Physiothérapeutes,22.09
2020Q2,estimate,SO,SPITEX (soins à domicile),25.77
2020Q2,estimate,SZ,Autres,27.95
2020Q2,estimate,SZ,Etablissements médico-sociaux,47.86
2020Q2,estimate,SZ,Hôpitaux (ambulatoire),127.12
2020Q2,estimate,SZ,Hôpitaux (séjours),184.11
2020Q2,estimate,SZ,Laboratoire cabinet médical,18.83
2020Q2,estimate,SZ,Laboratoires,28.44
2020Q2,estimate,SZ,Médecins (ambulatoire) sans laboratoire,183.45
2020Q2,estimate,SZ,Médicaments (médecin),108.88
2020Q2,estimate,SZ,Pharmacies,38.44
2020Q2,estimate,SZ,Physiothérapeutes,22.31
2020Q2,estimate,SZ,SPITEX (soins à domicile),15.79
2020Q2,estimate,TG,Autres,24.66
2020Q2,estimate,TG,Etablissements médico-sociaux,50.95
2020Q2,estimate,TG,Hôpitaux (ambulatoire),184.38
2020Q2,estimate,TG,Hôpitaux (séjours),207.78
2020Q2,estimate,TG,Laboratoire cabinet médical,14.44
2020Q2,estimate,TG,Laboratoires,20.26
2020Q2,estimate,TG,Médecins (ambulatoire) sans laboratoire,147.14
2020Q2,estimate,TG,Médicaments (médecin),93.59
2020Q2,estimate,TG,Pharmacies,49.28
2020Q2,estimate,TG,Physiothérapeutes,26.89
2020Q2,estimate,TG,SPITEX (soins à domicile),21.91
2020Q2,estimate,TI,Autres,42.29
2020Q2,estimate,TI,Etablissements médico-sociaux,90.75
2020Q2,estimate,TI,Hôpitaux (ambulatoire),221.95
2020Q2,estimate,TI,Hôpitaux (séjours),190.00
2020Q2,estimate,TI,Laboratoire cabinet médical,17.99
2020Q2,estimate,TI,Laboratoires,34.17
2020Q2,estimate,TI,Médecins (ambulatoire) sans laboratoire,230.60
2020Q2,estimate,TI,Médicaments (médecin),23.04
2020Q2,estimate,TI,Pharmacies,188.83
2020Q2,estimate,TI,Physiothérapeutes,30.53
2020Q2,estimate,TI,SPITEX (soins à domicile),48.30
2020Q2,estimate,UR,Autres,23.52
2020Q2,estimate,UR,Etablissements médico-sociaux,59.36
2020Q2,estimate,UR,Hôpitaux (ambulatoire),188.43
2020Q2,estimate,UR,Hôpitaux (séjours),174.43
2020Q2,estimate,UR,Laboratoire cabinet médical,15.65
2020Q2,estimate,UR,Laboratoires,15.58
2020Q2,estimate,UR,Médecins (ambulatoire) sans laboratoire,108.75
2020Q2,estimate,UR,Médicaments (médecin),97.06
2020Q2,estimate,UR,Pharmacies,33.33
2020Q2,estimate,UR,Physiothérapeutes,15.91
2020Q2,estimate,UR,SPITEX (soins à domicile),15.18
2020Q2,estimate,VD,Autres,38.71
2020Q2,estimate,VD,Etablissements médico-sociaux,62.24
2020Q2,estimate,VD,Hôpitaux (ambulatoire),238.10
2020Q2,estimate,VD,Hôpitaux (séjours),201.54
2020Q2,estimate,VD,Laboratoire cabinet médical,11.61
2020Q2,estimate,VD,Laboratoires,31.59
2020Q2,estimate,VD,Médecins (ambulatoire) sans laboratoire,230.33
2020Q2,estimate,VD,Médicaments (médecin),19.56
2020Q2,estimate,VD,Pharmacies,177.14
2020Q2,estimate,VD,Physiothérapeutes,26.29
2020Q2,estimate,VD,SPITEX (soins à domicile),45.92
2020Q2,estimate,VS,Autres,31.44
2020Q2,estimate,VS,Etablissements médico-sociaux,63.70
2020Q2,estimate,VS,Hôpitaux (ambulatoire),175.23
2020Q2,estimate,VS,Hôpitaux (séjours),205.76
2020Q2,estimate,VS,Laboratoire cabinet médical,14.28
2020Q2,estimate,VS,Laboratoires,21.13
2020Q2,estimate,VS,Médecins (ambulatoire) sans laboratoire,176.14
2020Q2,estimate,VS,Médicaments (médecin),20.18
2020Q2,estimate,VS,Pharmacies,164.55
2020Q2,estimate,VS,Physiothérapeutes,20.27
2020Q2,estimate,VS,SPITEX (soins à domicile),24.11
2020Q2,estimate,ZG,Autres,25.20
2020Q2,estimate,ZG,Etablissements médico-sociaux,48.15
2020Q2,estimate,ZG,Hôpitaux (ambulatoire),137.46
2020Q2,estimate,ZG,Hôpitaux (séjours),165.24
2020Q2,estimate,ZG,Laboratoire cabinet médical,14.56
2020Q2,estimate,ZG,Laboratoires,37.99
2020Q2,estimate,ZG,Médecins (ambulatoire) sans laboratoire,176.42
2020Q2,estimate,ZG,Médicaments (médecin),85.52
2020Q2,estimate,ZG,Pharmacies,60.12
2020Q2,estimate,ZG,Physiothérapeutes,22.55
2020Q2,estimate,ZG,SPITEX (soins à domicile),15.51
2020Q2,estimate,ZH,Autres,27.28
2020Q2,estimate,ZH,Etablissements médico-sociaux,46.95
2020Q2,estimate,ZH,Hôpitaux (ambulatoire),146.87
2020Q2,estimate,ZH,Hôpitaux (séjours),175.62
2020Q2,estimate,ZH,Laboratoire cabinet médical,16.23
2020Q2,estimate,ZH,Laboratoires,29.26
2020Q2,estimate,ZH,Médecins (ambulatoire) sans laboratoire,222.67
2020Q2,estimate,ZH,Médicaments (médecin),83.26
2020Q2,estimate,ZH,Pharmacies,86.98
2020Q2,estimate,ZH,Physiothérapeutes,26.75
2020Q2,estimate,ZH,SPITEX (soins à domicile),25.37
2020Q2,estimate,CH,Autres,797.24
2020Q2,estimate,CH,Etablissements médico-sociaux,1552.31
2020Q2,estimate,CH,Hôpitaux (ambulatoire),4737.97
2020Q2,estimate,CH,Hôpitaux (séjours),5062.99
2020Q2,estimate,CH,Laboratoire cabinet médical,390.51
2020Q2,estimate,CH,Laboratoires,672.24
2020Q2,estimate,CH,Médecins (ambulatoire) sans laboratoire,4603.53
2020Q2,estimate,CH,Médicaments (médecin),1798.32
2020Q2,estimate,CH,Pharmacies,2607.35
2020Q2,estimate,CH,Physiothérapeutes,601.86
2020Q2,estimate,CH,SPITEX (soins à domicile),701.83
2020Q3,estimate,AG,Autres,28.75
2020Q3,estimate,AG,Etablissements médico-sociaux,42.91
2020Q3,estimate,AG,Hôpitaux (ambulatoire),204.77
2020Q3,estimate,AG,Hôpitaux (séjours),193.95
2020Q3,estimate,AG,Laboratoire cabinet médical,15.74
2020Q3,estimate,AG,Laboratoires,21.82
2020Q3,estimate,AG,Médecins (ambulatoire) sans laboratoire,175.61
2020Q3,estimate,AG,Médicaments (médecin),30.63
2020Q3,estimate,AG,Pharmacies,140.31
2020Q3,estimate,AG,Physiothérapeutes,28.39
2020Q3,estimate,AG,SPITEX (soins à domicile),20.14
2020Q3,estimate,AI,Autres,30.33
2020Q3,estimate,AI,Etablissements médico-sociaux,54.97
2020Q3,estimate,AI,Hôpitaux (ambulatoire),123.98
2020Q3,estimate,AI,Hôpitaux (séjours),176.08
2020Q3,estimate,AI,Laboratoire cabinet médical,14.90
2020Q3,estimate,AI,Laboratoires,16.69
2020Q3,estimate,AI,Médecins (ambulatoire) sans laboratoire,127.89
2020Q3,estimate,AI,Médicaments (médecin),87.99
2020Q3,estimate,AI,Pharmacies,11.50
2020Q3,estimate,AI,Physiothérapeutes,14.93
2020Q3,estimate,AI,SPITEX (soins à domicile),5.79
2020Q3,estimate,AR,Autres,28.62
2020Q3,estimate,AR,Etablissements médico-sociaux,63.48
2020Q3,estimate,AR,Hôpitaux (ambulatoire),157.52
2020Q3,estimate,AR,Hôpitaux (séjours),199.31
2020Q3,estimate,AR,Laboratoire cabinet médical,15.75
2020Q3,estimate,AR,Laboratoires,20.27
2020Q3,estimate,AR,Médecins (ambulatoire) sans laboratoire,160.92
2020Q3,estimate,AR,Médicaments (médecin),95.57
2020Q3,estimate,AR,Pharmacies,38.38
2020Q3,estimate,AR,Physiothérapeutes,22.80
2020Q3,estimate,AR,SPITEX (soins à domicile),16.98
2020Q3,estimate,BE,Autres,37.20
2020Q3,estimate,BE,Etablissements médico-sociaux,70.95
2020Q3,estimate,BE,Hôpitaux (ambulatoire),193.40
2020Q3,estimate,BE,Hôpitaux (séjours),205.06
2020Q3,estimate,BE,Laboratoire cabinet médical,17.38
2020Q3,estimate,BE,Laboratoires,26.48
2020Q3,estimate,BE,Médecins (ambulatoire) sans laboratoire,197.85
2020Q3,estimate,BE,Médicaments (médecin),74.01
2020Q3,estimate,BE,Pharmacies,114.46
2020Q3,estimate,BE,Physiothérapeutes,26.12
2020Q3,estimate,BE,SPITEX (soins à domicile),34.68
2020Q3,estimate,BL,Autres,30.20
2020Q3,estimate,BL,Etablissements médico-sociaux,49.59
2020Q3,estimate,BL,Hôpitaux (ambulatoire),217.74
2020Q3,estimate,BL,Hôpitaux (séjours),243.44
2020Q3,estimate,BL,Laboratoire cabinet médical,17.80
2020Q3,estimate,BL,Laboratoires,26.92
2020Q3,estimate,BL,Médecins (ambulatoire) sans laboratoire,240.28
2020Q3,estimate,BL,Médicaments (médecin),90.43
2020Q3,estimate,BL,Pharmacies,110.55
2020Q3,estimate,BL,Physiothérapeutes,38.79
2020Q3,estimate,BL,SPITEX (soins à domicile),29.52
2020Q3,estimate,BS,Autres,33.90
2020Q3,estimate,BS,Etablissements médico-sociaux,73.30
2020Q3,estimate,BS,Hôpitaux (ambulatoire),243.68
2020Q3,estimate,BS,Hôpitaux (séjours),275.32
2020Q3,estimate,BS,Laboratoire cabinet médical,16.25
2020Q3,estimate,BS,Laboratoires,27.96
2020Q3,estimate,BS,Médecins (ambulatoire) sans laboratoire,241.88
2020Q3,estimate,BS,Médicaments (médecin),28.43
2020Q3,estimate,BS,Pharmacies,189.48
2020Q3,estimate,BS,Physiothérapeutes,40.57
2020Q3,estimate,BS,SPITEX (soins à domicile),41.26
2020Q3,estimate,FR,Autres,38.20
2020Q3,estimate,FR,Etablissements médico-sociaux,47.87
2020Q3,estimate,FR,Hôpitaux (ambulatoire),181.65
2020Q3,estimate,FR,Hôpitaux (séjours),160.16
2020Q3,estimate,FR,Laboratoire cabinet médical,15.05
2020Q3,estimate,FR,Laboratoires,26.52
2020Q3,estimate,FR,Médecins (ambulatoire) sans laboratoire,199.43
2020Q3,estimate,FR,Médicaments (médecin),24.07
2020Q3,estimate,FR,Pharmacies,151.65
2020Q3,estimate,FR,Physiothérapeutes,24.25
2020Q3,estimate,FR,SPITEX (soins à domicile),21.74
2020Q3,estimate,GE,Autres,33.59
2020Q3,estimate,GE,Etablissements médico-sociaux,60.54
2020Q3,estimate,GE,Hôpitaux (ambulatoire),207.14
2020Q3,estimate,GE,Hôpitaux (séjours),196.68
2020Q3,estimate,GE,Laboratoire cabinet médical,10.38
2020Q3,estimate,GE,Laboratoires,47.56
2020Q3,estimate,GE,Médecins (ambulatoire) sans laboratoire,330.73
2020Q3,estimate,GE,Médicaments (médecin),17.77
2020Q3,estimate,GE,Pharmacies,179.49
2020Q3,estimate,GE,Physiothérapeutes,36.65
2020Q3,estimate,GE,SPITEX (soins à domicile),30.07
2020Q3,estimate,GL,Autres,28.35
2020Q3,estimate,GL,Etablissements médico-sociaux,57.55
2020Q3,estimate,GL,Hôpitaux (ambulatoire),202.48
2020Q3,estimate,GL,Hôpitaux (séjours),194.99
2020Q3,estimate,GL,Laboratoire cabinet médical,14.01
2020Q3,estimate,GL,Laboratoires,21.38
2020Q3,estimate,GL,Médecins (ambulatoire) sans laboratoire,138.63
2020Q3,estimate,GL,Médicaments (médecin),106.62
2020Q3,estimate,GL,Pharmacies,38.86
2020Q3,estimate,GL,Physiothérapeutes,29.59
2020Q3,estimate,GL,SPITEX (soins à domicile),16.33
2020Q3,estimate,GR,Autres,29.06
2020Q3,estimate,GR,Etablissements médico-sociaux,52.71
2020Q3,estimate,GR,Hôpitaux (ambulatoire),159.84
2020Q3,estimate,GR,Hôpitaux (séjours),179.85
2020Q3,estimate,GR,Laboratoire cabinet médical,15.34
2020Q3,estimate,GR,Laboratoires,24.23
2020Q3,estimate,GR,Médecins (ambulatoire) sans laboratoire,149.77
2020Q3,estimate,GR,Médicaments (médecin),51.30
2020Q3,estimate,GR,Pharmacies,110.65
2020Q3,estimate,GR,Physiothérapeutes,25.31
2020Q3,estimate,GR,SPITEX (soins à domicile),22.30
2020Q3,estimate,JU,Autres,31.74
2020Q3,estimate,JU,Etablissements médico-sociaux,86.22
2020Q3,estimate,JU,Hôpitaux (ambulatoire),198.91
2020Q3,estimate,JU,Hôpitaux (séjours),227.75
2020Q3,estimate,JU,Laboratoire cabinet médical,11.54
2020Q3,estimate,JU,Laboratoires,23.61
2020Q3,estimate,JU,Médecins (ambulatoire) sans laboratoire,169.59
2020Q3,estimate,JU,Médicaments (médecin),24.46
2020Q3,estimate,JU,Pharmacies,176.49
2020Q3,estimate,JU,Physiothérapeutes,24.15
2020Q3,estimate,JU,SPITEX (soins à domicile),48.42
2020Q3,estimate,LU,Autres,31.19
2020Q3,estimate,LU,Etablissements médico-sociaux,58.78
2020Q3,estimate,LU,Hôpitaux (ambulatoire),174.17
2020Q3,estimate,LU,Hôpitaux (séjours),167.66
2020Q3,estimate,LU,Laboratoire cabinet médical,15.48
2020Q3,estimate,LU,Laboratoires,23.83
2020Q3,estimate,LU,Médecins (ambulatoire) sans laboratoire,162.68
2020Q3,estimate,LU,Médicaments (médecin),95.47
2020Q3,estimate,LU,Pharmacies,42.06
2020Q3,estimate,LU,Physiothérapeutes,26.65
2020Q3,estimate,LU,SPITEX (soins à domicile),22.57
2020Q3,estimate,NE,Autres,51.25
2020Q3,estimate,NE,Etablissements médico-sociaux,84.36
2020Q3,estimate,NE,Hôpitaux (ambulatoire),193.86
2020Q3,estimate,NE,Hôpitaux (séjours),182.06
2020Q3,estimate,NE,Laboratoire cabinet médical,9.81
2020Q3,estimate,NE,Laboratoires,37.50
2020Q3,estimate,NE,Médecins (ambulatoire) sans laboratoire,192.97
2020Q3,estimate,NE,Médicaments (médecin),28.87
2020Q3,estimate,NE,Pharmacies,184.26
2020Q3,estimate,NE,Physiothérapeutes,27.99
2020Q3,estimate,NE,SPITEX (soins à domicile),35.71
2020Q3,estimate,NW,Autres,29.81
2020Q3,estimate,NW,Etablissements médico-sociaux,56.09
2020Q3,estimate,NW,Hôpitaux (ambulatoire),191.47
2020Q3,estimate,NW,Hôpitaux (séjours),170.62
2020Q3,estimate,NW,Laboratoire cabinet médical,13.46
2020Q3,estimate,NW,Laboratoires,21.14
2020Q3,estimate,NW,Médecins (ambulatoire) sans laboratoire,141.40
2020Q3,estimate,NW,Médicaments (médecin),95.77
2020Q3,estimate,NW,Pharmacies,40.20
2020Q3,estimate,NW,Physiothérapeutes,24.21
2020Q3,estimate,NW,SPITEX (soins à domicile),23.33
2020Q3,estimate,OW,Autres,30.25
2020Q3,estimate,OW,Etablissements médico-sociaux,49.93
2020Q3,estimate,OW,Hôpitaux (ambulatoire),200.23
2020Q3,estimate,OW,Hôpitaux (séjours),150.43
2020Q3,estimate,OW,Laboratoire cabinet médical,14.76
2020Q3,estimate,OW,Laboratoires,23.58
2020Q3,estimate,OW,Médecins (ambulatoire) sans laboratoire,133.68
2020Q3,estimate,OW,Médicaments (médecin),105.59
2020Q3,estimate,OW,Pharmacies,33.89
2020Q3,estimate,OW,Physiothérapeutes,25.98
2020Q3,estimate,OW,SPITEX (soins à domicile),18.07
2020Q3,estimate,SG,Autres,29.58
2020Q3,estimate,SG,Etablissements médico-sociaux,49.71
2020Q3,estimate,SG,Hôpitaux (ambulatoire),169.44
2020Q3,estimate,SG,Hôpitaux (séjours),200.98
2020Q3,estimate,SG,Laboratoire cabinet médical,16.35
2020Q3,estimate,SG,Laboratoires,22.61
2020Q3,estimate,SG,Médecins (ambulatoire) sans laboratoire,174.79
2020Q3,estimate,SG,Médicaments (médecin),106.69
2020Q3,estimate,SG,Pharmacies,42.92
2020Q3,estimate,SG,Physiothérapeutes,29.18
2020Q3,estimate,SG,SPITEX (soins à domicile),18.70
2020Q3,estimate,SH,Autres,31.95
2020Q3,estimate,SH,Etablissements médico-sociaux,60.66
2020Q3,estimate,SH,Hôpitaux (ambulatoire),184.90
2020Q3,estimate,SH,Hôpitaux (séjours),217.50
2020Q3,estimate,SH,Laboratoire cabinet médical,16.80
2020Q3,estimate,SH,Laboratoires,21.68
2020Q3,estimate,SH,Médecins (ambulatoire) sans laboratoire,163.46
2020Q3,estimate,SH,Médicaments (médecin),79.91
2020Q3,estimate,SH,Pharmacies,99.95
2020Q3,estimate,SH,Physiothérapeutes,36.51
2020Q3,estimate,SH,SPITEX (soins à domicile),24.93
2020Q3,estimate,SO,Autres,29.11
2020Q3,estimate,SO,Etablissements médico-sociaux,52.53
2020Q3,estimate,SO,Hôpitaux (ambulatoire),225.04
2020Q3,estimate,SO,Hôpitaux (séjours),218.67
2020Q3,estimate,SO,Laboratoire cabinet médical,17.27
2020Q3,estimate,SO,Laboratoires,24.12
2020Q3,estimate,SO,Médecins (ambulatoire) sans laboratoire,187.62
2020Q3,estimate,SO,Médicaments (médecin),96.99
2020Q3,estimate,SO,Pharmacies,81.87
2020Q3,estimate,SO,Physiothérapeutes,29.08
2020Q3,estimate,SO,SPITEX (soins à domicile),26.17
2020Q3,estimate,SZ,Autres,23.61
2020Q3,estimate,SZ,Etablissements médico-sociaux,47.69
2020Q3,estimate,SZ,Hôpitaux (ambulatoire),168.46
2020Q3,estimate,SZ,Hôpitaux (séjours),180.91
2020Q3,estimate,SZ,Laboratoire cabinet médical,19.06
2020Q3,estimate,SZ,Laboratoires,26.85
2020Q3,estimate,SZ,Médecins (ambulatoire) sans laboratoire,205.45
2020Q3,estimate,SZ,Médicaments (médecin),106.36
2020Q3,estimate,SZ,Pharmacies,39.26
2020Q3,estimate,SZ,Physiothérapeutes,28.01
2020Q3,estimate,SZ,SPITEX (soins à domicile),16.58
2020Q3,estimate,TG,Autres,27.93
2020Q3,estimate,TG,Etablissements médico-sociaux,47.67
2020Q3,estimate,TG,Hôpitaux (ambulatoire),190.53
2020Q3,estimate,TG,Hôpitaux (séjours),215.05
2020Q3,estimate,TG,Laboratoire cabinet médical,14.46
2020Q3,estimate,TG,Laboratoires,21.14
2020Q3,estimate,TG,Médecins (ambulatoire) sans laboratoire,156.20
2020Q3,estimate,TG,Médicaments (médecin),91.42
2020Q3,estimate,TG,Pharmacies,52.92
2020Q3,estimate,TG,Physiothérapeutes,32.81
2020Q3,estimate,TG,SPITEX (soins à domicile),22.19
2020Q3,estimate,TI,Autres,46.73
2020Q3,estimate,TI,Etablissements médico-sociaux,82.53
2020Q3,estimate,TI,Hôpitaux (ambulatoire),154.31
2020Q3,estimate,TI,Hôpitaux (séjours),206.89
2020Q3,estimate,TI,Laboratoire cabinet médical,18.71
2020Q3,estimate,TI,Laboratoires,34.73
2020Q3,estimate,TI,Médecins (ambulatoire) sans laboratoire,235.95
2020Q3,estimate,TI,Médicaments (médecin),24.36
2020Q3,estimate,TI,Pharmacies,191.42
2020Q3,estimate,TI,Physiothérapeutes,43.32
2020Q3,estimate,TI,SPITEX (soins à domicile),47.66
2020Q3,estimate,UR,Autres,25.31
2020Q3,estimate,UR,Etablissements médico-sociaux,62.63
2020Q3,estimate,UR,Hôpitaux (ambulatoire),179.30
2020Q3,estimate,UR,Hôpitaux (séjours),139.97
2020Q3,estimate,UR,Laboratoire cabinet médical,16.05
2020Q3,estimate,UR,Laboratoires,16.02
2020Q3,estimate,UR,Médecins (ambulatoire) sans laboratoire,120.63
2020Q3,estimate,UR,Médicaments (médecin),93.58
2020Q3,estimate,UR,Pharmacies,28.15
2020Q3,estimate,UR,Physiothérapeutes,19.17
2020Q3,estimate,UR,SPITEX (soins à domicile),16.16
2020Q3,estimate,VD,Autres,37.47
2020Q3,estimate,VD,Etablissements médico-sociaux,61.03
2020Q3,estimate,VD,Hôpitaux (ambulatoire),208.67
2020Q3,estimate,VD,Hôpitaux (séjours),171.80
2020Q3,estimate,VD,Laboratoire cabinet médical,12.05
2020Q3,estimate,VD,Laboratoires,29.91
2020Q3,estimate,VD,Médecins (ambulatoire) sans laboratoire,233.38
2020Q3,estimate,VD,Médicaments (médecin),19.08
2020Q3,estimate,VD,Pharmacies,169.97
2020Q3,estimate,VD,Physiothérapeutes,29.62
2020Q3,estimate,VD,SPITEX (soins à domicile),41.18
2020Q3,estimate,VS,Autres,32.46
2020Q3,estimate,VS,Etablissements médico-sociaux,59.38
2020Q3,estimate,VS,Hôpitaux (ambulatoire),177.89
2020Q3,estimate,VS,Hôpitaux (séjours),181.72
2020Q3,estimate,VS,Laboratoire cabinet médical,15.19
2020Q3,estimate,VS,Laboratoires,20.95
2020Q3,estimate,VS,Médecins (ambulatoire) sans laboratoire,186.96
2020Q3,estimate,VS,Médicaments (médecin),20.17
2020Q3,estimate,VS,Pharmacies,159.49
2020Q3,estimate,VS,Physiothérapeutes,26.27
2020Q3,estimate,VS,SPITEX (soins à domicile),22.28
2020Q3,estimate,ZG,Autres,12.94
2020Q3,estimate,ZG,Etablissements médico-sociaux,43.11
2020Q3,estimate,ZG,Hôpitaux (ambulatoire),142.45
2020Q3,estimate,ZG,Hôpitaux (séjours),145.52
2020Q3,estimate,ZG,Laboratoire cabinet médical,15.00
2020Q3,estimate,ZG,Laboratoires,34.32
