Period,Canton,Cost_Group,Value,Type
2021Q1,SZ,Médicaments (médecin),114.81,Historical
2021Q1,SZ,Pharmacies,42.42,Historical
2021Q1,SZ,Physiothérapeutes,34.23,Historical
2021Q1,SZ,SPITEX (soins à domicile),17.70,Historical
2021Q1,SZ,Total,933.96,Historical
2021Q1,TG,Autres,33.20,Historical
2021Q1,TG,Etablissements médico-sociaux,47.21,Historical
2021Q1,TG,Hôpitaux (ambulatoire),200.35,Historical
2021Q1,TG,Hôpitaux (séjours),211.70,Historical
2021Q1,TG,Laboratoire cabinet médical,15.95,Historical
2021Q1,TG,Laboratoires,23.21,Historical
2021Q1,TG,Médecins (ambulatoire) sans laboratoire,176.32,Historical
2021Q1,TG,Médicaments (médecin),98.10,Historical
2021Q1,TG,Pharmacies,54.47,Historical
2021Q1,TG,Physiothérapeutes,38.83,Historical
2021Q1,TG,SPITEX (soins à domicile),25.49,Historical
2021Q1,TG,Total,924.82,Historical
2021Q1,TI,Autres,61.27,Historical
2021Q1,TI,Etablissements médico-sociaux,94.63,Historical
2021Q1,TI,Hôpitaux (ambulatoire),180.80,Historical
2021Q1,TI,Hôpitaux (séjours),188.57,Historical
2021Q1,TI,Laboratoire cabinet médical,19.49,Historical
2021Q1,TI,Laboratoires,36.11,Historical
2021Q1,TI,Médecins (ambulatoire) sans laboratoire,263.29,Historical
2021Q1,TI,Médicaments (médecin),25.00,Historical
2021Q1,TI,Pharmacies,204.68,Historical
2021Q1,TI,Physiothérapeutes,54.81,Historical
2021Q1,TI,SPITEX (soins à domicile),53.52,Historical
2021Q1,TI,Total,1182.17,Historical
2021Q1,UR,Autres,26.03,Historical
2021Q1,UR,Etablissements médico-sociaux,66.53,Historical
2021Q1,UR,Hôpitaux (ambulatoire),214.08,Historical
2021Q1,UR,Hôpitaux (séjours),201.77,Historical
2021Q1,UR,Laboratoire cabinet médical,16.14,Historical
2021Q1,UR,Laboratoires,16.14,Historical
2021Q1,UR,Médecins (ambulatoire) sans laboratoire,118.04,Historical
2021Q1,UR,Médicaments (médecin),95.65,Historical
2021Q1,UR,Pharmacies,23.73,Historical
2021Q1,UR,Physiothérapeutes,22.71,Historical
2021Q1,UR,SPITEX (soins à domicile),18.56,Historical
2021Q1,UR,Total,819.39,Historical
2021Q1,VD,Autres,49.30,Historical
2021Q1,VD,Etablissements médico-sociaux,66.51,Historical
2021Q1,VD,Hôpitaux (ambulatoire),235.59,Historical
2021Q1,VD,Hôpitaux (séjours),181.27,Historical
2021Q1,VD,Laboratoire cabinet médical,15.36,Historical
2021Q1,VD,Laboratoires,35.92,Historical
2021Q1,VD,Médecins (ambulatoire) sans laboratoire,273.08,Historical
2021Q1,VD,Médicaments (médecin),20.95,Historical
2021Q1,VD,Pharmacies,180.68,Historical
2021Q1,VD,Physiothérapeutes,42.14,Historical
2021Q1,VD,SPITEX (soins à domicile),51.05,Historical
2021Q1,VD,Total,1151.87,Historical
2021Q1,VS,Autres,44.63,Historical
2021Q1,VS,Etablissements médico-sociaux,59.68,Historical
2021Q1,VS,Hôpitaux (ambulatoire),171.45,Historical
2021Q1,VS,Hôpitaux (séjours),176.18,Historical
2021Q1,VS,Laboratoire cabinet médical,17.89,Historical
2021Q1,VS,Laboratoires,25.98,Historical
2021Q1,VS,Médecins (ambulatoire) sans laboratoire,217.88,Historical
2021Q1,VS,Médicaments (médecin),22.38,Historical
2021Q1,VS,Pharmacies,168.92,Historical
2021Q1,VS,Physiothérapeutes,34.58,Historical
2021Q1,VS,SPITEX (soins à domicile),28.15,Historical
2021Q1,VS,Total,967.73,Historical
2021Q1,ZG,Autres,31.06,Historical
2021Q1,ZG,Etablissements médico-sociaux,41.60,Historical
2021Q1,ZG,Hôpitaux (ambulatoire),153.69,Historical
2021Q1,ZG,Hôpitaux (séjours),172.44,Historical
2021Q1,ZG,Laboratoire cabinet médical,15.90,Historical
2021Q1,ZG,Laboratoires,35.92,Historical
2021Q1,ZG,Médecins (ambulatoire) sans laboratoire,199.74,Historical
2021Q1,ZG,Médicaments (médecin),89.64,Historical
2021Q1,ZG,Pharmacies,59.82,Historical
2021Q1,ZG,Physiothérapeutes,35.92,Historical
2021Q1,ZG,SPITEX (soins à domicile),18.36,Historical
2021Q1,ZG,Total,854.09,Historical
2021Q1,ZH,Autres,33.41,Historical
2021Q1,ZH,Etablissements médico-sociaux,46.54,Historical
2021Q1,ZH,Hôpitaux (ambulatoire),172.10,Historical
2021Q1,ZH,Hôpitaux (séjours),189.35,Historical
2021Q1,ZH,Laboratoire cabinet médical,17.65,Historical
2021Q1,ZH,Laboratoires,28.72,Historical
2021Q1,ZH,Médecins (ambulatoire) sans laboratoire,254.35,Historical
2021Q1,ZH,Médicaments (médecin),87.83,Historical
2021Q1,ZH,Pharmacies,88.37,Historical
2021Q1,ZH,Physiothérapeutes,39.18,Historical
2021Q1,ZH,SPITEX (soins à domicile),29.41,Historical
2021Q1,ZH,Total,986.90,Historical
2021Q2,AG,Autres,28.76,Historical
2021Q2,AG,Etablissements médico-sociaux,38.48,Historical
2021Q2,AG,Hôpitaux (ambulatoire),219.81,Historical
2021Q2,AG,Hôpitaux (séjours),191.33,Historical
2021Q2,AG,Laboratoire cabinet médical,16.98,Historical
2021Q2,AG,Laboratoires,23.99,Historical
2021Q2,AG,Médecins (ambulatoire) sans laboratoire,189.11,Historical
2021Q2,AG,Médicaments (médecin),33.88,Historical
2021Q2,AG,Pharmacies,148.29,Historical
2021Q2,AG,Physiothérapeutes,32.58,Historical
2021Q2,AG,SPITEX (soins à domicile),21.14,Historical
2021Q2,AG,Total,944.35,Historical
2021Q2,AI,Autres,37.08,Historical
2021Q2,AI,Etablissements médico-sociaux,46.60,Historical
2021Q2,AI,Hôpitaux (ambulatoire),127.67,Historical
2021Q2,AI,Hôpitaux (séjours),194.37,Historical
2021Q2,AI,Laboratoire cabinet médical,16.83,Historical
2021Q2,AI,Laboratoires,17.81,Historical
2021Q2,AI,Médecins (ambulatoire) sans laboratoire,143.55,Historical
2021Q2,AI,Médicaments (médecin),95.64,Historical
2021Q2,AI,Pharmacies,11.61,Historical
2021Q2,AI,Physiothérapeutes,18.65,Historical
2021Q2,AI,SPITEX (soins à domicile),23.94,Historical
2021Q2,AI,Total,733.74,Historical
2021Q2,AR,Autres,40.97,Historical
2021Q2,AR,Etablissements médico-sociaux,66.07,Historical
2021Q2,AR,Hôpitaux (ambulatoire),162.59,Historical
2021Q2,AR,Hôpitaux (séjours),188.64,Historical
2021Q2,AR,Laboratoire cabinet médical,15.91,Historical
2021Q2,AR,Laboratoires,21.28,Historical
2021Q2,AR,Médecins (ambulatoire) sans laboratoire,170.07,Historical
2021Q2,AR,Médicaments (médecin),94.83,Historical
2021Q2,AR,Pharmacies,39.88,Historical
2021Q2,AR,Physiothérapeutes,20.96,Historical
2021Q2,AR,SPITEX (soins à domicile),18.10,Historical
2021Q2,AR,Total,839.30,Historical
2021Q2,BE,Autres,39.59,Historical
2021Q2,BE,Etablissements médico-sociaux,68.81,Historical
2021Q2,BE,Hôpitaux (ambulatoire),203.56,Historical
2021Q2,BE,Hôpitaux (séjours),202.33,Historical
2021Q2,BE,Laboratoire cabinet médical,19.20,Historical
2021Q2,BE,Laboratoires,28.62,Historical
2021Q2,BE,Médecins (ambulatoire) sans laboratoire,216.15,Historical
2021Q2,BE,Médicaments (médecin),76.96,Historical
2021Q2,BE,Pharmacies,123.20,Historical
2021Q2,BE,Physiothérapeutes,29.31,Historical
2021Q2,BE,SPITEX (soins à domicile),36.58,Historical
2021Q2,BE,Total,1044.30,Historical
2021Q2,BL,Autres,35.34,Historical
2021Q2,BL,Etablissements médico-sociaux,51.71,Historical
2021Q2,BL,Hôpitaux (ambulatoire),194.85,Historical
2021Q2,BL,Hôpitaux (séjours),252.72,Historical
2021Q2,BL,Laboratoire cabinet médical,19.07,Historical
2021Q2,BL,Laboratoires,29.66,Historical
2021Q2,BL,Médecins (ambulatoire) sans laboratoire,258.48,Historical
2021Q2,BL,Médicaments (médecin),97.61,Historical
2021Q2,BL,Pharmacies,116.59,Historical
2021Q2,BL,Physiothérapeutes,43.09,Historical
2021Q2,BL,SPITEX (soins à domicile),32.82,Historical
2021Q2,BL,Total,1131.95,Historical
2021Q2,BS,Autres,41.42,Historical
2021Q2,BS,Etablissements médico-sociaux,70.19,Historical
2021Q2,BS,Hôpitaux (ambulatoire),241.62,Historical
2021Q2,BS,Hôpitaux (séjours),290.59,Historical
2021Q2,BS,Laboratoire cabinet médical,17.95,Historical
2021Q2,BS,Laboratoires,30.43,Historical
2021Q2,BS,Médecins (ambulatoire) sans laboratoire,265.28,Historical
2021Q2,BS,Médicaments (médecin),31.98,Historical
2021Q2,BS,Pharmacies,206.72,Historical
2021Q2,BS,Physiothérapeutes,47.54,Historical
2021Q2,BS,SPITEX (soins à domicile),45.77,Historical
2021Q2,BS,Total,1289.48,Historical
2021Q2,CH,Autres,35.83,Historical
2021Q2,CH,Etablissements médico-sociaux,54.96,Historical
2021Q2,CH,Hôpitaux (ambulatoire),201.33,Historical
2021Q2,CH,Hôpitaux (séjours),196.61,Historical
2021Q2,CH,Laboratoire cabinet médical,16.86,Historical
2021Q2,CH,Laboratoires,30.55,Historical
2021Q2,CH,Médecins (ambulatoire) sans laboratoire,231.01,Historical
2021Q2,CH,Médicaments (médecin),64.57,Historical
2021Q2,CH,Pharmacies,120.24,Historical
2021Q2,CH,Physiothérapeutes,34.67,Historical
2021Q2,CH,SPITEX (soins à domicile),29.76,Historical
2021Q2,CH,Total,1016.40,Historical
2021Q2,FR,Autres,37.10,Historical
2021Q2,FR,Etablissements médico-sociaux,44.93,Historical
2021Q2,FR,Hôpitaux (ambulatoire),205.42,Historical
2021Q2,FR,Hôpitaux (séjours),155.85,Historical
2021Q2,FR,Laboratoire cabinet médical,16.70,Historical
2021Q2,FR,Laboratoires,32.70,Historical
2021Q2,FR,Médecins (ambulatoire) sans laboratoire,224.32,Historical
2021Q2,FR,Médicaments (médecin),25.19,Historical
2021Q2,FR,Pharmacies,156.16,Historical
2021Q2,FR,Physiothérapeutes,27.70,Historical
2021Q2,FR,SPITEX (soins à domicile),22.76,Historical
2021Q2,FR,Total,948.82,Historical
2021Q2,GE,Autres,35.56,Historical
2021Q2,GE,Etablissements médico-sociaux,60.50,Historical
2021Q2,GE,Hôpitaux (ambulatoire),234.98,Historical
2021Q2,GE,Hôpitaux (séjours),189.99,Historical
2021Q2,GE,Laboratoire cabinet médical,11.61,Historical
2021Q2,GE,Laboratoires,53.19,Historical
2021Q2,GE,Médecins (ambulatoire) sans laboratoire,385.24,Historical
2021Q2,GE,Médicaments (médecin),19.11,Historical
2021Q2,GE,Pharmacies,188.77,Historical
2021Q2,GE,Physiothérapeutes,43.77,Historical
2021Q2,GE,SPITEX (soins à domicile),32.20,Historical
2021Q2,GE,Total,1254.92,Historical
2021Q2,GL,Autres,1.64,Historical
2021Q2,GL,Etablissements médico-sociaux,58.84,Historical
2021Q2,GL,Hôpitaux (ambulatoire),193.79,Historical
2021Q2,GL,Hôpitaux (séjours),207.16,Historical
2021Q2,GL,Laboratoire cabinet médical,17.32,Historical
2021Q2,GL,Laboratoires,26.27,Historical
2021Q2,GL,Médecins (ambulatoire) sans laboratoire,153.25,Historical
2021Q2,GL,Médicaments (médecin),111.65,Historical
2021Q2,GL,Pharmacies,62.63,Historical
2021Q2,GL,Physiothérapeutes,34.45,Historical
2021Q2,GL,SPITEX (soins à domicile),20.55,Historical
2021Q2,GL,Total,887.56,Historical
2021Q2,GR,Autres,36.09,Historical
2021Q2,GR,Etablissements médico-sociaux,53.68,Historical
2021Q2,GR,Hôpitaux (ambulatoire),177.78,Historical
2021Q2,GR,Hôpitaux (séjours),207.30,Historical
2021Q2,GR,Laboratoire cabinet médical,17.47,Historical
2021Q2,GR,Laboratoires,28.19,Historical
2021Q2,GR,Médecins (ambulatoire) sans laboratoire,166.89,Historical
2021Q2,GR,Médicaments (médecin),58.27,Historical
2021Q2,GR,Pharmacies,121.04,Historical
2021Q2,GR,Physiothérapeutes,31.18,Historical
2021Q2,GR,SPITEX (soins à domicile),23.29,Historical
2021Q2,GR,Total,921.18,Historical
2021Q2,JU,Autres,37.49,Historical
2021Q2,JU,Etablissements médico-sociaux,76.48,Historical
2021Q2,JU,Hôpitaux (ambulatoire),226.71,Historical
2021Q2,JU,Hôpitaux (séjours),210.30,Historical
2021Q2,JU,Laboratoire cabinet médical,13.32,Historical
2021Q2,JU,Laboratoires,31.04,Historical
2021Q2,JU,Médecins (ambulatoire) sans laboratoire,190.89,Historical
2021Q2,JU,Médicaments (médecin),23.16,Historical
2021Q2,JU,Pharmacies,178.59,Historical
2021Q2,JU,Physiothérapeutes,28.32,Historical
2021Q2,JU,SPITEX (soins à domicile),46.99,Historical
2021Q2,JU,Total,1063.29,Historical
2021Q2,LU,Autres,32.92,Historical
2021Q2,LU,Etablissements médico-sociaux,57.69,Historical
2021Q2,LU,Hôpitaux (ambulatoire),179.89,Historical
2021Q2,LU,Hôpitaux (séjours),164.03,Historical
2021Q2,LU,Laboratoire cabinet médical,17.15,Historical
2021Q2,LU,Laboratoires,25.85,Historical
2021Q2,LU,Médecins (ambulatoire) sans laboratoire,179.89,Historical
2021Q2,LU,Médicaments (médecin),107.28,Historical
2021Q2,LU,Pharmacies,45.77,Historical
2021Q2,LU,Physiothérapeutes,29.70,Historical
2021Q2,LU,SPITEX (soins à domicile),24.47,Historical
2021Q2,LU,Total,864.63,Historical
2021Q2,NE,Autres,45.61,Historical
2021Q2,NE,Etablissements médico-sociaux,87.44,Historical
2021Q2,NE,Hôpitaux (ambulatoire),243.13,Historical
2021Q2,NE,Hôpitaux (séjours),179.64,Historical
2021Q2,NE,Laboratoire cabinet médical,10.93,Historical
2021Q2,NE,Laboratoires,45.77,Historical
2021Q2,NE,Médecins (ambulatoire) sans laboratoire,216.51,Historical
2021Q2,NE,Médicaments (médecin),26.41,Historical
2021Q2,NE,Pharmacies,190.60,Historical
2021Q2,NE,Physiothérapeutes,31.50,Historical
2021Q2,NE,SPITEX (soins à domicile),38.84,Historical
2021Q2,NE,Total,1116.38,Historical
2021Q2,NW,Autres,28.85,Historical
2021Q2,NW,Etablissements médico-sociaux,58.25,Historical
2021Q2,NW,Hôpitaux (ambulatoire),213.59,Historical
2021Q2,NW,Hôpitaux (séjours),167.53,Historical
2021Q2,NW,Laboratoire cabinet médical,15.22,Historical
2021Q2,NW,Laboratoires,22.87,Historical
2021Q2,NW,Médecins (ambulatoire) sans laboratoire,159.54,Historical
2021Q2,NW,Médicaments (médecin),107.07,Historical
2021Q2,NW,Pharmacies,43.68,Historical
2021Q2,NW,Physiothérapeutes,29.61,Historical
2021Q2,NW,SPITEX (soins à domicile),22.89,Historical
2021Q2,NW,Total,869.10,Historical
2021Q2,OW,Autres,28.95,Historical
2021Q2,OW,Etablissements médico-sociaux,47.59,Historical
2021Q2,OW,Hôpitaux (ambulatoire),229.43,Historical
2021Q2,OW,Hôpitaux (séjours),185.74,Historical
2021Q2,OW,Laboratoire cabinet médical,16.22,Historical
2021Q2,OW,Laboratoires,27.56,Historical
2021Q2,OW,Médecins (ambulatoire) sans laboratoire,140.75,Historical
2021Q2,OW,Médicaments (médecin),111.00,Historical
2021Q2,OW,Pharmacies,37.44,Historical
2021Q2,OW,Physiothérapeutes,29.70,Historical
2021Q2,OW,SPITEX (soins à domicile),19.96,Historical
2021Q2,OW,Total,874.35,Historical
2021Q2,SG,Autres,35.69,Historical
2021Q2,SG,Etablissements médico-sociaux,44.07,Historical
2021Q2,SG,Hôpitaux (ambulatoire),167.81,Historical
2021Q2,SG,Hôpitaux (séjours),188.77,Historical
2021Q2,SG,Laboratoire cabinet médical,16.80,Historical
2021Q2,SG,Laboratoires,26.21,Historical
2021Q2,SG,Médecins (ambulatoire) sans laboratoire,190.41,Historical
2021Q2,SG,Médicaments (médecin),108.44,Historical
2021Q2,SG,Pharmacies,44.78,Historical
2021Q2,SG,Physiothérapeutes,30.16,Historical
2021Q2,SG,SPITEX (soins à domicile),20.80,Historical
2021Q2,SG,Total,873.95,Historical
2021Q2,SH,Autres,35.79,Historical
2021Q2,SH,Etablissements médico-sociaux,68.61,Historical
2021Q2,SH,Hôpitaux (ambulatoire),199.81,Historical
2021Q2,SH,Hôpitaux (séjours),230.60,Historical
2021Q2,SH,Laboratoire cabinet médical,18.49,Historical
2021Q2,SH,Laboratoires,26.47,Historical
2021Q2,SH,Médecins (ambulatoire) sans laboratoire,181.69,Historical
2021Q2,SH,Médicaments (médecin),85.48,Historical
2021Q2,SH,Pharmacies,101.29,Historical
2021Q2,SH,Physiothérapeutes,39.68,Historical
2021Q2,SH,SPITEX (soins à domicile),25.52,Historical
2021Q2,SH,Total,1013.42,Historical
2021Q2,SO,Autres,28.33,Historical
2021Q2,SO,Etablissements médico-sociaux,48.14,Historical
2021Q2,SO,Hôpitaux (ambulatoire),223.61,Historical
2021Q2,SO,Hôpitaux (séjours),219.65,Historical
2021Q2,SO,Laboratoire cabinet médical,18.66,Historical
2021Q2,SO,Laboratoires,26.50,Historical
2021Q2,SO,Médecins (ambulatoire) sans laboratoire,202.70,Historical
2021Q2,SO,Médicaments (médecin),100.07,Historical
2021Q2,SO,Pharmacies,87.02,Historical
2021Q2,SO,Physiothérapeutes,31.78,Historical
2021Q2,SO,SPITEX (soins à domicile),28.06,Historical
2021Q2,SO,Total,1014.52,Historical
2021Q2,SZ,Autres,31.36,Historical
2021Q2,SZ,Etablissements médico-sociaux,48.36,Historical
2021Q2,SZ,Hôpitaux (ambulatoire),163.14,Historical
2021Q2,SZ,Hôpitaux (séjours),195.76,Historical
2021Q2,SZ,Laboratoire cabinet médical,20.15,Historical
2021Q2,SZ,Laboratoires,28.87,Historical
2021Q2,SZ,Médecins (ambulatoire) sans laboratoire,211.65,Historical
2021Q2,SZ,Médicaments (médecin),114.47,Historical
2021Q2,SZ,Pharmacies,42.62,Historical
2021Q2,SZ,Physiothérapeutes,32.13,Historical
2021Q2,SZ,SPITEX (soins à domicile),17.72,Historical
2021Q2,SZ,Total,906.23,Historical
2021Q2,TG,Autres,34.44,Historical
2021Q2,TG,Etablissements médico-sociaux,44.14,Historical
2021Q2,TG,Hôpitaux (ambulatoire),192.32,Historical
2021Q2,TG,Hôpitaux (séjours),206.01,Historical
2021Q2,TG,Laboratoire cabinet médical,15.22,Historical
2021Q2,TG,Laboratoires,23.29,Historical
2021Q2,TG,Médecins (ambulatoire) sans laboratoire,170.55,Historical
2021Q2,TG,Médicaments (médecin),91.55,Historical
2021Q2,TG,Pharmacies,55.06,Historical
2021Q2,TG,Physiothérapeutes,33.68,Historical
2021Q2,TG,SPITEX (soins à domicile),23.11,Historical
2021Q2,TG,Total,889.38,Historical
2021Q2,TI,Autres,49.25,Historical
2021Q2,TI,Etablissements médico-sociaux,82.25,Historical
2021Q2,TI,Hôpitaux (ambulatoire),205.22,Historical
2021Q2,TI,Hôpitaux (séjours),215.47,Historical
2021Q2,TI,Laboratoire cabinet médical,20.34,Historical
2021Q2,TI,Laboratoires,42.42,Historical
2021Q2,TI,Médecins (ambulatoire) sans laboratoire,284.02,Historical
2021Q2,TI,Médicaments (médecin),24.79,Historical
2021Q2,TI,Pharmacies,199.54,Historical
2021Q2,TI,Physiothérapeutes,52.30,Historical
2021Q2,TI,SPITEX (soins à domicile),50.76,Historical
2021Q2,TI,Total,1226.35,Historical
2021Q2,UR,Autres,24.19,Historical
2021Q2,UR,Etablissements médico-sociaux,64.19,Historical
2021Q2,UR,Hôpitaux (ambulatoire),209.24,Historical
2021Q2,UR,Hôpitaux (séjours),185.83,Historical
2021Q2,UR,Laboratoire cabinet médical,16.70,Historical
2021Q2,UR,Laboratoires,15.91,Historical
2021Q2,UR,Médecins (ambulatoire) sans laboratoire,125.31,Historical
2021Q2,UR,Médicaments (médecin),99.67,Historical
2021Q2,UR,Pharmacies,25.82,Historical
2021Q2,UR,Physiothérapeutes,22.61,Historical
2021Q2,UR,SPITEX (soins à domicile),17.28,Historical
2021Q2,UR,Total,806.75,Historical
2021Q2,VD,Autres,40.06,Historical
2021Q2,VD,Etablissements médico-sociaux,61.94,Historical
2021Q2,VD,Hôpitaux (ambulatoire),255.32,Historical
2021Q2,VD,Hôpitaux (séjours),195.23,Historical
2021Q2,VD,Laboratoire cabinet médical,13.27,Historical
2021Q2,VD,Laboratoires,33.47,Historical
2021Q2,VD,Médecins (ambulatoire) sans laboratoire,262.44,Historical
2021Q2,VD,Médicaments (médecin),19.15,Historical
2021Q2,VD,Pharmacies,171.19,Historical
2021Q2,VD,Physiothérapeutes,35.24,Historical
2021Q2,VD,SPITEX (soins à domicile),40.48,Historical
2021Q2,VD,Total,1127.78,Historical
2021Q2,VS,Autres,36.95,Historical
2021Q2,VS,Etablissements médico-sociaux,56.68,Historical
2021Q2,VS,Hôpitaux (ambulatoire),197.83,Historical
2021Q2,VS,Hôpitaux (séjours),184.30,Historical
2021Q2,VS,Laboratoire cabinet médical,16.84,Historical
2021Q2,VS,Laboratoires,22.94,Historical
2021Q2,VS,Médecins (ambulatoire) sans laboratoire,209.38,Historical
2021Q2,VS,Médicaments (médecin),19.39,Historical
2021Q2,VS,Pharmacies,163.99,Historical
2021Q2,VS,Physiothérapeutes,30.76,Historical
2021Q2,VS,SPITEX (soins à domicile),23.41,Historical
2021Q2,VS,Total,962.47,Historical
2021Q2,ZG,Autres,27.82,Historical
2021Q2,ZG,Etablissements médico-sociaux,40.62,Historical
2021Q2,ZG,Hôpitaux (ambulatoire),150.65,Historical
2021Q2,ZG,Hôpitaux (séjours),167.81,Historical
2021Q2,ZG,Laboratoire cabinet médical,16.21,Historical
2021Q2,ZG,Laboratoires,36.69,Historical
2021Q2,ZG,Médecins (ambulatoire) sans laboratoire,208.19,Historical
2021Q2,ZG,Médicaments (médecin),91.96,Historical
2021Q2,ZG,Pharmacies,65.67,Historical
2021Q2,ZG,Physiothérapeutes,34.02,Historical
2021Q2,ZG,SPITEX (soins à domicile),17.43,Historical
2021Q2,ZG,Total,857.07,Historical
2021Q2,ZH,Autres,33.97,Historical
2021Q2,ZH,Etablissements médico-sociaux,44.25,Historical
2021Q2,ZH,Hôpitaux (ambulatoire),169.72,Historical
2021Q2,ZH,Hôpitaux (séjours),190.28,Historical
2021Q2,ZH,Laboratoire cabinet médical,17.78,Historical
2021Q2,ZH,Laboratoires,29.70,Historical
2021Q2,ZH,Médecins (ambulatoire) sans laboratoire,256.21,Historical
2021Q2,ZH,Médicaments (médecin),88.01,Historical
2021Q2,ZH,Pharmacies,90.97,Historical
2021Q2,ZH,Physiothérapeutes,37.35,Historical
2021Q2,ZH,SPITEX (soins à domicile),27.30,Historical
2021Q2,ZH,Total,985.53,Historical
2021Q3,AG,Autres,30.12,Historical
2021Q3,AG,Etablissements médico-sociaux,40.03,Historical
2021Q3,AG,Hôpitaux (ambulatoire),223.96,Historical
2021Q3,AG,Hôpitaux (séjours),205.46,Historical
2021Q3,AG,Laboratoire cabinet médical,16.59,Historical
2021Q3,AG,Laboratoires,22.02,Historical
2021Q3,AG,Médecins (ambulatoire) sans laboratoire,184.13,Historical
2021Q3,AG,Médicaments (médecin),34.61,Historical
2021Q3,AG,Pharmacies,153.52,Historical
2021Q3,AG,Physiothérapeutes,32.59,Historical
2021Q3,AG,SPITEX (soins à domicile),20.72,Historical
2021Q3,AG,Total,963.75,Historical
2021Q3,AI,Autres,32.52,Historical
2021Q3,AI,Etablissements médico-sociaux,50.96,Historical
2021Q3,AI,Hôpitaux (ambulatoire),152.50,Historical
2021Q3,AI,Hôpitaux (séjours),167.56,Historical
2021Q3,AI,Laboratoire cabinet médical,15.33,Historical
2021Q3,AI,Laboratoires,16.72,Historical
2021Q3,AI,Médecins (ambulatoire) sans laboratoire,137.81,Historical
2021Q3,AI,Médicaments (médecin),95.93,Historical
2021Q3,AI,Pharmacies,17.45,Historical
2021Q3,AI,Physiothérapeutes,18.42,Historical
2021Q3,AI,SPITEX (soins à domicile),23.69,Historical
2021Q3,AI,Total,728.90,Historical
2021Q3,AR,Autres,35.10,Historical
2021Q3,AR,Etablissements médico-sociaux,69.18,Historical
2021Q3,AR,Hôpitaux (ambulatoire),197.17,Historical
2021Q3,AR,Hôpitaux (séjours),201.87,Historical
2021Q3,AR,Laboratoire cabinet médical,15.97,Historical
2021Q3,AR,Laboratoires,20.11,Historical
2021Q3,AR,Médecins (ambulatoire) sans laboratoire,168.57,Historical
2021Q3,AR,Médicaments (médecin),104.48,Historical
2021Q3,AR,Pharmacies,42.89,Historical
2021Q3,AR,Physiothérapeutes,26.92,Historical
2021Q3,AR,SPITEX (soins à domicile),18.37,Historical
2021Q3,AR,Total,900.62,Historical
2021Q3,BE,Autres,40.30,Historical
2021Q3,BE,Etablissements médico-sociaux,70.01,Historical
2021Q3,BE,Hôpitaux (ambulatoire),212.66,Historical
2021Q3,BE,Hôpitaux (séjours),209.21,Historical
2021Q3,BE,Laboratoire cabinet médical,17.96,Historical
2021Q3,BE,Laboratoires,25.38,Historical
2021Q3,BE,Médecins (ambulatoire) sans laboratoire,205.14,Historical
2021Q3,BE,Médicaments (médecin),78.43,Historical
2021Q3,BE,Pharmacies,129.64,Historical
2021Q3,BE,Physiothérapeutes,30.00,Historical
2021Q3,BE,SPITEX (soins à domicile),35.30,Historical
2021Q3,BE,Total,1054.04,Historical
2021Q3,BL,Autres,36.55,Historical
2021Q3,BL,Etablissements médico-sociaux,52.35,Historical
2021Q3,BL,Hôpitaux (ambulatoire),244.67,Historical
2021Q3,BL,Hôpitaux (séjours),245.82,Historical
2021Q3,BL,Laboratoire cabinet médical,18.03,Historical
2021Q3,BL,Laboratoires,27.11,Historical
2021Q3,BL,Médecins (ambulatoire) sans laboratoire,247.06,Historical
2021Q3,BL,Médicaments (médecin),99.13,Historical
2021Q3,BL,Pharmacies,126.50,Historical
2021Q3,BL,Physiothérapeutes,45.26,Historical
2021Q3,BL,SPITEX (soins à domicile),33.03,Historical
2021Q3,BL,Total,1175.51,Historical
2021Q3,BS,Autres,41.07,Historical
2021Q3,BS,Etablissements médico-sociaux,71.69,Historical
2021Q3,BS,Hôpitaux (ambulatoire),265.19,Historical
2021Q3,BS,Hôpitaux (séjours),293.30,Historical
2021Q3,BS,Laboratoire cabinet médical,16.29,Historical
2021Q3,BS,Laboratoires,27.69,Historical
2021Q3,BS,Médecins (ambulatoire) sans laboratoire,251.41,Historical
2021Q3,BS,Médicaments (médecin),32.37,Historical
2021Q3,BS,Pharmacies,213.21,Historical
2021Q3,BS,Physiothérapeutes,49.04,Historical
2021Q3,BS,SPITEX (soins à domicile),45.40,Historical
2021Q3,BS,Total,1306.67,Historical
2021Q3,CH,Autres,38.81,Historical
2021Q3,CH,Etablissements médico-sociaux,55.99,Historical
2021Q3,CH,Hôpitaux (ambulatoire),215.93,Historical
2021Q3,CH,Hôpitaux (séjours),198.34,Historical
2021Q3,CH,Laboratoire cabinet médical,16.07,Historical
2021Q3,CH,Laboratoires,27.68,Historical
2021Q3,CH,Médecins (ambulatoire) sans laboratoire,219.22,Historical
2021Q3,CH,Médicaments (médecin),66.78,Historical
2021Q3,CH,Pharmacies,127.19,Historical
2021Q3,CH,Physiothérapeutes,36.11,Historical
2021Q3,CH,SPITEX (soins à domicile),31.02,Historical
2021Q3,CH,Total,1033.15,Historical
2021Q3,FR,Autres,46.99,Historical
2021Q3,FR,Etablissements médico-sociaux,48.09,Historical
2021Q3,FR,Hôpitaux (ambulatoire),193.43,Historical
2021Q3,FR,Hôpitaux (séjours),159.15,Historical
2021Q3,FR,Laboratoire cabinet médical,16.25,Historical
2021Q3,FR,Laboratoires,27.06,Historical
